record_id,msisdn,event_time,event_type,charge_amount_inr,success
445cfa205881,919265972158,2024-01-04,Recharge,19,True
348081acff31,919844599087,2024-01-08,Booster_Pack,19,True
a36aadb98824,917817372147,2024-01-08,Recharge,99,True
8c7b203f5973,917732517165,2024-01-02,Booster_Pack,99,True
4e4c3041514c,918395788462,2024-01-08,Recharge,499,True
bda20a815001,918495624647,2024-01-08,Recharge,99,True
170487bc71cf,918879828820,2024-01-05,Recharge,29,True
f3e25274ab20,919548959675,2024-01-03,VAS_Activation,499,True
fc9997a4c48e,919288217167,2024-01-07,VAS_Activation,19,True
12b46762887e,919341046437,2024-01-03,Booster_Pack,99,True
1cfbac8b3a46,919566308004,2024-01-06,Recharge,999,True
f5c1e3a2dd41,917233995095,2024-01-01,Recharge,999,True
68934f572a1f,918880545440,2024-01-08,Booster_Pack,499,True
045085fddb47,917324904612,2024-01-07,Recharge,29,True
7d602248ffc6,919927702163,2024-01-08,Booster_Pack,29,True
87eecc4b8295,917257030791,2024-01-03,Booster_Pack,29,True
dbdbca51ca28,919962714340,2024-01-07,Booster_Pack,19,True
d7f863b9553e,917463535467,2024-01-08,Booster_Pack,29,True
60e96029ed3c,919395706826,2024-01-08,Booster_Pack,19,True
33bd5f63db27,917614428222,2024-01-05,VAS_Activation,19,True
1bd4666b264b,919180621532,2024-01-04,Booster_Pack,19,True
6adc7fbe6de8,919971604248,2024-01-04,VAS_Activation,499,True
28b42f2ce0b3,917401021424,2024-01-02,VAS_Activation,29,True
a0265a97cd68,917002100473,2024-01-03,Booster_Pack,29,True
1beb8d63512b,918694600152,2024-01-03,Recharge,999,True
386837e832a7,918747489585,2024-01-08,Recharge,99,True
46d7673db2d7,919744253448,2024-01-06,Booster_Pack,999,True
c2cd11ce4568,918313032705,2024-01-04,Recharge,499,True
193a6726507d,918476944218,2024-01-08,Recharge,999,True
fabe855ce1d3,919522920946,2024-01-05,VAS_Activation,19,True
7ee30b7a96ed,918522501168,2024-01-05,Booster_Pack,99,True
ca8a9844cfb0,918830653953,2024-01-08,VAS_Activation,99,True
d1acc1ccc573,918126677164,2024-01-06,Recharge,999,True
030bf1e51300,917416489038,2024-01-03,Booster_Pack,999,True
7b2e9df02f07,918569456388,2024-01-02,Recharge,499,True
b6edcbf03936,917521819843,2024-01-07,VAS_Activation,29,True
f29aaf9b10cf,919505610995,2024-01-05,Recharge,99,True
549969959823,918874667041,2024-01-03,Recharge,999,True
1c7a25dfa3ab,917365696404,2024-01-03,VAS_Activation,999,True
12da88c69b1f,919800996494,2024-01-06,Booster_Pack,499,True
174a5de3687d,918287819427,2024-01-04,Booster_Pack,999,True
0b1b8ab9c81d,919527745069,2024-01-07,Booster_Pack,999,True
3ed089a61224,919740368559,2024-01-05,Recharge,499,True
785d133b1838,918420739001,2024-01-08,Recharge,19,True
a1fb2c720bb4,918078168398,2024-01-05,Booster_Pack,999,True
d9584276bfda,918502214658,2024-01-08,Recharge,29,True
5d92bb1363e0,918296171805,2024-01-02,Recharge,29,True
ebc9db74f451,917792508798,2024-01-04,Recharge,19,True
dd66a6a98e61,917824230252,2024-01-05,VAS_Activation,499,True
70fa55d14128,919938927937,2024-01-06,VAS_Activation,99,True
e4e56530739a,918081425251,2024-01-04,Booster_Pack,19,True
6044e014ab3c,919898229430,2024-01-01,VAS_Activation,499,True
03d7739e6c75,919606322404,2024-01-06,VAS_Activation,19,True
af42cbf66a7c,918944313092,2024-01-03,Booster_Pack,99,True
4a9d7d9fb990,919059640234,2024-01-08,Recharge,99,True
03595d654d4e,919343185087,2024-01-03,Recharge,99,True
e6404281c8f9,917840509619,2024-01-06,Booster_Pack,29,True
74ce29f6d941,918675043824,2024-01-04,Booster_Pack,99,True
f47be6038308,918592786673,2024-01-08,Booster_Pack,29,True
a7d86f4eb716,919116855061,2024-01-06,VAS_Activation,999,True
7c4db2f34bb8,917944150673,2024-01-05,VAS_Activation,29,True
a1f2e8372ce3,918365906181,2024-01-02,Recharge,19,True
1a9703c4567b,919767182161,2024-01-08,Booster_Pack,999,True
260feb7f88e7,917164994233,2024-01-03,VAS_Activation,499,True
1fd858348f01,917931097582,2024-01-01,VAS_Activation,19,True
baabae9e5a87,917593351891,2024-01-08,VAS_Activation,19,True
cdc0a8b7947b,919739111770,2024-01-03,VAS_Activation,29,True
1965ba3e027d,919687808888,2024-01-05,VAS_Activation,999,True
09f2500c3fdb,919406356698,2024-01-06,Recharge,499,True
3e348af95b50,918380880527,2024-01-07,Booster_Pack,99,True
e3dc7eb6503b,918299645090,2024-01-07,Booster_Pack,99,True
657d218b8722,917737746701,2024-01-03,Booster_Pack,99,True
9cf4d11145b8,919012977405,2024-01-05,VAS_Activation,99,True
4cb6541ff9b0,918022402625,2024-01-08,Recharge,99,True
ec560832f308,919526381406,2024-01-08,Booster_Pack,29,True
861ae3a58d0f,919770672708,2024-01-04,VAS_Activation,29,True
b82d83755d72,918334888853,2024-01-02,Recharge,999,True
8ca6550d247b,918211286612,2024-01-07,Booster_Pack,499,True
cabf682e09f9,917449471980,2024-01-08,Booster_Pack,99,True
2e861e8b342c,917403898920,2024-01-04,VAS_Activation,999,True
67ca84421694,919805412276,2024-01-06,VAS_Activation,99,True
32160c6d1c6b,918872204848,2024-01-02,Recharge,999,True
fb6c18b82456,919768142309,2024-01-02,Booster_Pack,29,True
441318fb35e5,918117959209,2024-01-01,Recharge,499,True
7e602ca7be2b,918043443798,2024-01-05,Booster_Pack,19,True
541923029e47,917435949629,2024-01-01,VAS_Activation,19,True
40c541834cb4,917901567438,2024-01-03,VAS_Activation,99,True
f2bb21c31fab,918396312753,2024-01-02,Booster_Pack,19,True
181edd112646,917593918151,2024-01-08,Booster_Pack,19,True
9fe43acfc840,918535018374,2024-01-07,VAS_Activation,999,True
d787a651a2da,919988599241,2024-01-07,Recharge,999,True
99a639dcfbe2,917642314201,2024-01-02,VAS_Activation,19,True
b8ecf9664bf0,919412383379,2024-01-01,VAS_Activation,99,True
6b58a25563a9,919677361657,2024-01-03,Recharge,99,True
b47a7313cca8,919259496639,2024-01-03,Recharge,499,True
781edd1afc2b,918402882473,2024-01-06,VAS_Activation,499,True
9d471b48d41e,918025159042,2024-01-02,Recharge,499,True
630e3feed4f2,917931227183,2024-01-03,Booster_Pack,19,True
8c876011aaba,919419235634,2024-01-05,VAS_Activation,99,True
220090a65a02,917258943049,2024-01-06,Recharge,499,True
179c45fafbf4,919868908834,2024-01-03,Recharge,29,True
e6332d2f53f3,918017804565,2024-01-06,Booster_Pack,19,True
b4406b44140b,919142594037,2024-01-01,Recharge,19,True
ea16e920abbb,919421768868,2024-01-06,VAS_Activation,99,True
771252fa0c73,919547116676,2024-01-04,Recharge,999,True
cd0d49713717,917964017420,2024-01-03,Recharge,99,True
2d380858035a,918032198463,2024-01-06,Recharge,29,True
ff50eb9b5738,919440566204,2024-01-06,VAS_Activation,499,True
b9e55e9ca837,919021458260,2024-01-05,VAS_Activation,19,True
64711b0e0423,919106490405,2024-01-01,Booster_Pack,99,True
2653ea12f5c4,919012876375,2024-01-05,Booster_Pack,19,True
a99f0bfeebd2,917194000543,2024-01-07,Recharge,999,True
f11537bd93a5,918565151737,2024-01-01,Recharge,999,True
f411afe03ec6,917250282931,2024-01-03,Booster_Pack,499,True
97aa921d017a,919714166655,2024-01-07,VAS_Activation,999,True
7e20ac34bf21,918355352668,2024-01-02,Booster_Pack,29,True
c50ecf36fae2,917764811192,2024-01-05,Booster_Pack,999,True
f0f80af9f9f5,918249085917,2024-01-03,Booster_Pack,999,True
3f17d00c0fc7,919138770680,2024-01-02,Recharge,499,True
c0853708f1e8,917866084693,2024-01-02,Recharge,99,True
d8c6d19f0a87,918475409138,2024-01-01,Booster_Pack,29,True
742686adf1ca,917138286823,2024-01-03,Booster_Pack,29,True
a6d4dad77c38,919500010898,2024-01-04,Recharge,19,True
d03e5ba751f5,919631535484,2024-01-01,Booster_Pack,99,True
cd6e94807a4c,919400986285,2024-01-07,Booster_Pack,999,True
e786f6ed3807,917633581447,2024-01-03,Booster_Pack,999,True
7b67ad82cd9f,918841400065,2024-01-05,Booster_Pack,29,True
6c400dac3346,919358073467,2024-01-03,Recharge,99,True
6b8320e5386c,917452706888,2024-01-01,Booster_Pack,99,True
0d87ddd317c9,919214961167,2024-01-04,Recharge,999,True
666f7614dff1,918550412626,2024-01-06,VAS_Activation,999,True
5105e33c6c66,917968900158,2024-01-08,VAS_Activation,29,True
34eaaa49715d,918183686173,2024-01-01,Recharge,99,True
8c4a0d8ee88c,919678712488,2024-01-03,VAS_Activation,29,True
268da1175229,918498574520,2024-01-02,Booster_Pack,999,True
eabb74bba1e8,917484529379,2024-01-02,Recharge,29,True
52019a8d628d,918415937841,2024-01-03,Recharge,499,True
81709644f87d,917450191479,2024-01-01,Booster_Pack,19,True
80ed66bc36d5,918001255498,2024-01-03,Recharge,29,True
0039b4fd90d8,917642577406,2024-01-02,VAS_Activation,999,True
80b7b3c9eebe,918371607400,2024-01-06,Recharge,29,True
064bb631b279,919839060534,2024-01-06,VAS_Activation,499,True
ca159cfb0266,919368008169,2024-01-07,Booster_Pack,19,True
cc38b5a791aa,918675747608,2024-01-04,Recharge,499,True
7f0746ad71bd,917619338367,2024-01-05,Booster_Pack,29,True
0319c9e79f6b,918243901824,2024-01-03,Booster_Pack,499,True
4cac4c215e36,917381242828,2024-01-08,Recharge,499,True
bba1cf6170d5,917071521120,2024-01-02,VAS_Activation,999,True
9b073ad5535b,917487305620,2024-01-08,Recharge,499,True
8ce53907b362,917611087006,2024-01-03,Booster_Pack,19,True
ef8053449c1b,918560749600,2024-01-05,Booster_Pack,999,True
0c5444d54ef3,919313257952,2024-01-01,VAS_Activation,99,True
48ddc463da4c,918959431425,2024-01-06,Booster_Pack,999,True
da80c5fda789,918492080905,2024-01-07,Recharge,99,True
7f741e047e54,918879577777,2024-01-05,Booster_Pack,999,True
f46640d76404,918337512665,2024-01-01,Recharge,999,True
c6739784d6f5,919408567921,2024-01-03,Booster_Pack,999,True
a93c8e5210b2,919086444763,2024-01-05,Recharge,499,True
faee773c88ff,917290192061,2024-01-03,VAS_Activation,499,True
6f65cf54dc58,918117791843,2024-01-03,VAS_Activation,999,True
c820c0d71684,918128764864,2024-01-06,Recharge,19,True
784e486c87bb,919662643044,2024-01-03,VAS_Activation,99,True
b3b909e6aea2,918796646406,2024-01-08,VAS_Activation,99,True
98bb31388f07,918129585738,2024-01-03,VAS_Activation,499,True
a6974161e58c,919293502981,2024-01-01,VAS_Activation,29,True
eb55dd648745,918653463935,2024-01-01,Booster_Pack,99,True
e9f8bbc26981,919936884473,2024-01-04,Booster_Pack,29,True
c6183d1d6828,918515067267,2024-01-08,VAS_Activation,499,True
9ed2cf4acd17,919409365885,2024-01-07,Booster_Pack,999,True
7e2b1bced6f5,917456256255,2024-01-06,Booster_Pack,19,True
af2c24f678bc,919266987699,2024-01-03,Booster_Pack,499,True
be294e188254,919486965696,2024-01-02,VAS_Activation,29,True
f7ec42227f97,919453494313,2024-01-06,VAS_Activation,999,True
0b9ee56bfb21,917989086984,2024-01-03,VAS_Activation,999,True
ab669c132e62,919896035727,2024-01-07,Recharge,19,True
12d4db61298b,918518073782,2024-01-02,Recharge,99,True
713e40bf953c,919406356698,2024-01-05,Booster_Pack,19,True
6471f1054f65,917449819943,2024-01-02,Booster_Pack,29,True
b6f85fab72db,919931400791,2024-01-05,Booster_Pack,499,True
3cf1d37b23b3,917426295709,2024-01-07,Booster_Pack,999,True
48edd1b411e5,919900662936,2024-01-04,VAS_Activation,499,True
d1c9cdf28ff2,919083982447,2024-01-03,Booster_Pack,99,True
29f2574d5fe5,919880755989,2024-01-01,VAS_Activation,29,True
1d64d6e02f54,918898570559,2024-01-03,Recharge,19,True
03a2c2c1045e,917177838735,2024-01-02,Booster_Pack,499,True
dc083974c2c3,918734082447,2024-01-06,VAS_Activation,99,True
40c1995c2d34,919706397373,2024-01-01,Booster_Pack,499,True
e68ece6673be,919819176121,2024-01-01,Booster_Pack,29,True
67d5968ccda1,918255299295,2024-01-08,Booster_Pack,99,True
9b4bf8dea348,918713133362,2024-01-01,Booster_Pack,29,True
ce19879b4886,919241497652,2024-01-04,Recharge,29,True
76ceac802bd9,919004239017,2024-01-08,VAS_Activation,999,True
66ddde964695,919486001241,2024-01-02,Booster_Pack,29,True
bab81e88f61f,919201235503,2024-01-07,VAS_Activation,19,True
fd72fec9c7f5,918764341912,2024-01-08,VAS_Activation,19,True
3902a71ece26,919489457083,2024-01-04,Recharge,29,True
77a2f28e36c9,919401823292,2024-01-03,VAS_Activation,499,True
a826009a0d61,919421768868,2024-01-05,Recharge,999,True
2cf805fcbc91,918496469432,2024-01-02,Booster_Pack,19,True
2908d159c1fc,917398562592,2024-01-03,VAS_Activation,999,True
5b6ff7b053bd,918696567624,2024-01-04,Recharge,19,True
c88e34567b6e,917463612125,2024-01-04,Recharge,99,True
034218f697e4,918538985271,2024-01-07,Booster_Pack,99,True
66373fa87ae4,919588034771,2024-01-07,Recharge,99,True
dccf60aa49e7,919737835970,2024-01-05,VAS_Activation,29,True
3b2e59fc86fb,917066657453,2024-01-07,VAS_Activation,19,True
c914607db851,919486001241,2024-01-05,Recharge,29,True
35fadc65d23f,919975695681,2024-01-03,VAS_Activation,99,True
c48fcc1e0c42,919303378651,2024-01-07,Recharge,999,True
a8b39a333ad8,919087482814,2024-01-08,Booster_Pack,29,True
08823e472a8a,918775981345,2024-01-07,Recharge,29,True
f004a092353e,918013023915,2024-01-02,VAS_Activation,999,True
b0924a1dd635,918147317207,2024-01-05,Recharge,499,True
589b66896762,917418060452,2024-01-07,Recharge,99,True
f3951b62e7a3,917996437992,2024-01-03,Recharge,999,True
db76aa96e4c4,917711953746,2024-01-06,VAS_Activation,19,True
78b6f71f1b28,919770971353,2024-01-04,VAS_Activation,499,True
42d20a2a3608,917265390980,2024-01-05,Booster_Pack,19,True
ca494a0274b6,919202380875,2024-01-08,VAS_Activation,99,True
753379a875d0,917976278137,2024-01-06,VAS_Activation,99,True
05ad360256f8,919721208467,2024-01-03,VAS_Activation,99,True
d4004ee78985,917463535467,2024-01-05,Recharge,19,True
bc0ae59e6b51,919980863247,2024-01-06,Booster_Pack,19,True
f7c3594e2e06,919949226368,2024-01-06,Booster_Pack,99,True
ad9ae47d6626,919358783993,2024-01-06,VAS_Activation,29,True
79e79a6c294d,919448871037,2024-01-02,VAS_Activation,99,True
90fd398b55d4,919175783910,2024-01-03,VAS_Activation,999,True
13a845cf2baf,917598239777,2024-01-06,Recharge,499,True
bd56a25f678b,917238609745,2024-01-06,Booster_Pack,999,True
468dc9cc20b2,918798181903,2024-01-01,VAS_Activation,19,True
6978db18181e,919582274847,2024-01-06,Recharge,29,True
a676196ffaba,917044766056,2024-01-06,Booster_Pack,19,True
39343b072f5f,919280783104,2024-01-04,Booster_Pack,19,True
08b1c8cb6543,918703779820,2024-01-08,VAS_Activation,29,True
4e7825dbe45c,918834455902,2024-01-08,Booster_Pack,29,True
673a653190cb,918253096116,2024-01-03,Recharge,999,True
8e24a00d3ff2,917170628068,2024-01-01,Recharge,999,True
b8481d80aebb,917407325128,2024-01-05,VAS_Activation,999,True
08e52a4efdce,919530790694,2024-01-06,Booster_Pack,99,True
f2311057a9c7,918175272878,2024-01-06,Recharge,99,True
c58f3cd5c069,918375949804,2024-01-06,Booster_Pack,99,True
39ce31d16518,917826827269,2024-01-01,Booster_Pack,19,True
9ea7a4925184,919415526603,2024-01-05,VAS_Activation,19,True
ea57a302fa4e,917501303294,2024-01-02,VAS_Activation,499,True
45814f971457,919266987699,2024-01-05,Booster_Pack,999,True
10ea43c97c0f,918240476796,2024-01-02,Booster_Pack,99,True
623644311691,919126187948,2024-01-05,Booster_Pack,99,True
d67b3cef0338,917611874584,2024-01-04,Recharge,499,True
0b3408d3f4c8,919118145984,2024-01-04,Booster_Pack,999,True
6b003299f540,918185106475,2024-01-06,VAS_Activation,999,True
f053227be38c,919026543116,2024-01-06,Recharge,999,True
ef96ba592bf9,918868187423,2024-01-01,Booster_Pack,29,True
a528b144d6f5,919088396341,2024-01-03,Booster_Pack,19,True
9fc91d79fe71,917834512673,2024-01-01,Booster_Pack,19,True
8473f7f24095,918869685064,2024-01-04,VAS_Activation,19,True
2e9e6473fdd8,919626991977,2024-01-06,VAS_Activation,29,True
c4228fca69c2,917319260041,2024-01-08,Recharge,999,True
321cb3d18fcc,917329348873,2024-01-02,VAS_Activation,29,True
02d9e2e82545,917137172186,2024-01-03,VAS_Activation,99,True
91f0709144f6,919607328568,2024-01-01,VAS_Activation,29,True
2e8011447624,918900794440,2024-01-02,VAS_Activation,499,True
a2278802c44b,918240818257,2024-01-05,Recharge,29,True
cf8129be23c6,919827362792,2024-01-02,VAS_Activation,29,True
5850c316bedf,919843837065,2024-01-02,Booster_Pack,99,True
41ab9ce703f5,919935142789,2024-01-05,Booster_Pack,29,True
992e412428fb,917386897771,2024-01-04,VAS_Activation,99,True
708050e8bdce,918691588706,2024-01-04,VAS_Activation,19,True
4f10275259f7,919607574928,2024-01-07,VAS_Activation,19,True
e267b6166a24,917463389961,2024-01-01,Booster_Pack,499,True
a5d664c23019,919572299040,2024-01-01,Booster_Pack,999,True
b5d8b609c6a8,918873915535,2024-01-01,VAS_Activation,999,True
01ff61ad6c42,917247711092,2024-01-08,VAS_Activation,29,True
50f13297c483,918479615929,2024-01-02,Recharge,499,True
b25290069066,917647634319,2024-01-01,Booster_Pack,19,True
eb8eaa774418,919483051129,2024-01-07,VAS_Activation,29,True
07e18c59c614,917923634264,2024-01-04,Recharge,499,True
4af12fabaff9,917327439971,2024-01-02,Booster_Pack,29,True
d3bd53086147,918629681808,2024-01-07,Recharge,19,True
348faa0347d1,918611814249,2024-01-07,Booster_Pack,499,True
bd2bcb3a6fee,919150190261,2024-01-02,VAS_Activation,99,True
aa54f2a6f6b3,918717044566,2024-01-03,Booster_Pack,29,True
5291ac6c6548,919768142309,2024-01-08,VAS_Activation,999,True
a4791d05595a,918058069738,2024-01-06,VAS_Activation,999,True
9f4735d65b27,919776452032,2024-01-06,VAS_Activation,19,True
f0e56cd1c9de,918803385552,2024-01-06,Recharge,99,True
ff5282a4a3ad,917291739284,2024-01-05,Booster_Pack,19,True
dbd50f1eaa06,918129966886,2024-01-05,Booster_Pack,29,True
5a5ab50d8bb0,917042235921,2024-01-02,Recharge,999,True
74ef9f60e10a,918693472906,2024-01-06,Booster_Pack,19,True
7701e1f038dc,918603972262,2024-01-08,Booster_Pack,499,True
337c7623cac9,919745013373,2024-01-04,VAS_Activation,99,True
1a2d31d7fcba,918154992950,2024-01-02,Recharge,999,True
0363e85adc72,917709687842,2024-01-07,Booster_Pack,499,True
c1c9ac407571,917744033084,2024-01-03,Booster_Pack,29,True
a17c4f95ccf4,917295057949,2024-01-06,Recharge,99,True
dd76a545b9a5,917782194756,2024-01-02,VAS_Activation,99,True
753d4e866deb,918879835351,2024-01-06,VAS_Activation,999,True
b7c985fd7bcb,919310247740,2024-01-08,VAS_Activation,29,True
380ebcedc86a,919110778228,2024-01-03,Booster_Pack,99,True
ea019324af1e,917132800595,2024-01-01,Recharge,19,True
0b29750f8a9d,918966287183,2024-01-02,Recharge,99,True
dae8e0bd043e,919551112241,2024-01-05,Recharge,99,True
bcb100f0e866,918061882830,2024-01-06,VAS_Activation,499,True
9bcd3c4599d6,919102239236,2024-01-01,Booster_Pack,19,True
29a82c5172fa,917365696404,2024-01-04,Recharge,99,True
07ecef62cda9,919591856974,2024-01-02,VAS_Activation,999,True
ef5d74b07664,918134519131,2024-01-07,VAS_Activation,99,True
81578903c88d,917153140852,2024-01-08,Recharge,999,True
26d5d5a113bc,918883483513,2024-01-04,VAS_Activation,999,True
1ddc5694c1c4,919878519046,2024-01-06,Recharge,99,True
071cb4e56a57,919925559099,2024-01-01,Recharge,499,True
5eb7a9680dda,918149938948,2024-01-06,Booster_Pack,999,True
9a33471e3f58,919091066180,2024-01-07,Booster_Pack,999,True
7aa4f636d195,918841400065,2024-01-01,Booster_Pack,999,True
ded2a32a940f,917020665454,2024-01-04,Booster_Pack,99,True
67b9850a5f1e,918886214567,2024-01-06,Recharge,29,True
393a263d5f4e,918953118339,2024-01-03,Recharge,19,True
28f20b776854,917652737921,2024-01-01,Booster_Pack,19,True
1e1c40a81e29,919063531560,2024-01-06,VAS_Activation,29,True
148e828cef29,918355985565,2024-01-03,Booster_Pack,499,True
73ebc2ae7f4a,917644011819,2024-01-01,VAS_Activation,999,True
4e9d46250a21,918798420790,2024-01-02,VAS_Activation,99,True
16b3991c81ee,918855598547,2024-01-02,Booster_Pack,499,True
c0db9bfcb0cb,919036875535,2024-01-06,Booster_Pack,999,True
bd71569870c5,918455111526,2024-01-05,Booster_Pack,99,True
e9f0daca0edb,919417738088,2024-01-04,Booster_Pack,19,True
e5c2f78beb6f,917845626508,2024-01-03,VAS_Activation,499,True
7588bcaac690,917270319555,2024-01-06,Booster_Pack,19,True
6e0b7ab30958,917210225087,2024-01-05,Recharge,99,True
6f963645ede3,919852877548,2024-01-02,VAS_Activation,29,True
acdc7cd32073,919302725334,2024-01-03,VAS_Activation,999,True
fe9917a2a2af,917707425087,2024-01-02,Booster_Pack,19,True
91d2ee624a14,919044425344,2024-01-02,Booster_Pack,29,True
e792d272d44c,917318637172,2024-01-02,VAS_Activation,99,True
409366cf138b,919254641838,2024-01-02,Recharge,499,True
c909ada6390a,919536695961,2024-01-01,Booster_Pack,29,True
dc9f2961b4d8,918221924230,2024-01-03,VAS_Activation,99,True
91144f0a0fc1,919669066579,2024-01-08,Recharge,19,True
6d9f1d33d235,918319412196,2024-01-06,VAS_Activation,19,True
d17d37c73efc,917427822426,2024-01-07,Booster_Pack,999,True
e40894fa9076,918022846441,2024-01-03,Booster_Pack,499,True
af374b5ed8de,917556088948,2024-01-08,Booster_Pack,999,True
5ddd970e979c,917977905605,2024-01-07,Booster_Pack,999,True
ccf2b900d086,919113784282,2024-01-06,Booster_Pack,999,True
041f8ce63d0d,919540661733,2024-01-05,Recharge,29,True
92532c1a23a3,917424066686,2024-01-08,Recharge,19,True
1d1669ecfe67,917156455577,2024-01-02,Booster_Pack,99,True
c71294f1f859,918543753643,2024-01-05,VAS_Activation,99,True
be2fee04c606,917855698064,2024-01-08,Recharge,99,True
8e31963a2c79,917465328920,2024-01-08,Booster_Pack,999,True
fcd4b68f0407,918563215625,2024-01-01,Recharge,499,True
bae7b6e535c6,919842672972,2024-01-02,Recharge,29,True
4b2cdef7c98f,918700028603,2024-01-07,VAS_Activation,999,True
46c26dc00c6a,918842876325,2024-01-06,Booster_Pack,99,True
0177cf980fff,917205303654,2024-01-08,Booster_Pack,29,True
c220fdaa026a,918181680383,2024-01-07,VAS_Activation,499,True
81d659d2bb67,918398420904,2024-01-02,Recharge,29,True
b4242c2fbac7,917100734688,2024-01-04,VAS_Activation,99,True
a8635c5d6505,917744717966,2024-01-05,Booster_Pack,19,True
935f7c2bf371,917404030946,2024-01-06,Recharge,29,True
c03ec272211a,917832427553,2024-01-06,VAS_Activation,29,True
c2e3ec5d62de,919663525882,2024-01-07,VAS_Activation,999,True
7cd9f9583325,917524011431,2024-01-08,VAS_Activation,29,True
b78d8de88c0a,919741075777,2024-01-02,VAS_Activation,19,True
15a7f7efc6c3,918567505361,2024-01-01,Booster_Pack,29,True
b55c2e9c037f,919105350512,2024-01-03,VAS_Activation,19,True
863a67103c77,919465156589,2024-01-05,VAS_Activation,29,True
c9c1bb0e93ec,918844306347,2024-01-02,VAS_Activation,499,True
fc28c4dd9661,917615387894,2024-01-08,VAS_Activation,99,True
c1e0c682daaf,917450191479,2024-01-06,Recharge,999,True
fbcb0c0644f4,917752041339,2024-01-05,Recharge,29,True
cb9412de8641,918044725839,2024-01-05,Booster_Pack,29,True
d8e34dbb51af,917832108158,2024-01-07,Recharge,499,True
9113f3bd02c7,918316347385,2024-01-01,VAS_Activation,29,True
efc7c5ca1f2b,917258105413,2024-01-08,VAS_Activation,29,True
5346432e935f,918647542769,2024-01-04,VAS_Activation,29,True
e7eb733b6687,919462662328,2024-01-06,VAS_Activation,99,True
cee9fc252218,919581124972,2024-01-06,Recharge,499,True
8b0fae7f1d35,919318244523,2024-01-05,Recharge,999,True
dedbc7d08514,919098533782,2024-01-05,Recharge,999,True
633fe5d3ca53,917202334913,2024-01-04,VAS_Activation,499,True
0b683ca08541,917161591293,2024-01-05,VAS_Activation,99,True
8bada1f91c55,918031047850,2024-01-02,Booster_Pack,19,True
6a0b057a9a99,918710295569,2024-01-06,Booster_Pack,999,True
8c363e665ddf,917683367412,2024-01-05,Recharge,499,True
89343fc067cc,919641235544,2024-01-03,Booster_Pack,499,True
adbeb94d8895,917269721654,2024-01-08,VAS_Activation,19,True
a30c21fee06e,919130065581,2024-01-07,Recharge,499,True
6b43d0404319,917459438968,2024-01-05,Booster_Pack,19,True
8447d0fd638a,917733816357,2024-01-03,Recharge,499,True
807c15ad7903,919289166831,2024-01-08,Booster_Pack,999,True
324b91aa481e,919030068587,2024-01-08,Booster_Pack,19,True
444742621b18,917784243447,2024-01-02,Recharge,19,True
5d5a07b0138a,917922460195,2024-01-05,Recharge,19,True
e9185cce653b,918428888193,2024-01-03,VAS_Activation,19,True
0ed92342ccdb,919106586142,2024-01-01,VAS_Activation,99,True
4a330b1b6607,919277125177,2024-01-03,Booster_Pack,99,True
46e2453db385,919666138711,2024-01-04,Recharge,999,True
ff1456539198,919057915347,2024-01-07,Booster_Pack,19,True
9f91c3692929,918877831584,2024-01-05,Recharge,499,True
18daa2e8c0ff,919202971603,2024-01-02,VAS_Activation,29,True
d67f75d0c0e9,917590249809,2024-01-01,VAS_Activation,19,True
c26525344105,918186419088,2024-01-03,Booster_Pack,19,True
2f036f871277,919959576356,2024-01-06,Booster_Pack,499,True
bd6aa40b0272,917851744425,2024-01-05,VAS_Activation,999,True
d591f0056bf9,917675117886,2024-01-06,VAS_Activation,29,True
ff0fd4c997e9,917177420371,2024-01-03,Recharge,499,True
1afc80a64afe,918209614087,2024-01-05,Booster_Pack,999,True
6f1634e5cc39,919490809063,2024-01-05,Booster_Pack,999,True
7f7c1fd28c3f,917722581150,2024-01-02,VAS_Activation,999,True
749842432766,917290095905,2024-01-01,Booster_Pack,999,True
bc36043c10ea,919613731268,2024-01-06,VAS_Activation,999,True
5476f3f2d9e6,917743723033,2024-01-07,Booster_Pack,499,True
d1d05d490984,919740372283,2024-01-03,VAS_Activation,999,True
a39d3c6e2033,918514329734,2024-01-03,Recharge,499,True
7690100b3267,919862342273,2024-01-08,Booster_Pack,29,True
9d8a8b7b26d5,917995915483,2024-01-01,VAS_Activation,29,True
b8847781f2a7,918953555319,2024-01-07,VAS_Activation,999,True
7da7d47258af,919569800825,2024-01-08,Booster_Pack,19,True
f97e5bc7c5df,918621338838,2024-01-01,Recharge,499,True
94b5279fcd51,918226289271,2024-01-05,VAS_Activation,99,True
07a322dda5a5,919324277283,2024-01-01,VAS_Activation,19,True
446878cd660c,917450191479,2024-01-03,Recharge,99,True
282c7e3df482,919934272642,2024-01-07,Recharge,19,True
c6479aaf9c5f,918266313673,2024-01-03,Recharge,19,True
00e78dee02ea,918797879836,2024-01-01,VAS_Activation,499,True
c5887673041b,917086590064,2024-01-04,Recharge,99,True
ad3503289a1b,918297749106,2024-01-08,VAS_Activation,19,True
bd1d7b21b6e6,918491838799,2024-01-02,VAS_Activation,29,True
38dbbec2e311,918286070050,2024-01-06,Recharge,99,True
7c491df5f2cf,917255189593,2024-01-01,VAS_Activation,499,True
4d1dd801c39a,919013946318,2024-01-05,Recharge,29,True
725cb7574acd,919118932796,2024-01-04,Booster_Pack,99,True
bbb4d5d54752,918633045728,2024-01-04,Recharge,999,True
