msisdn,imsi,plan_name,monthly_quota_gb,default_5qi,is_premium,device_type,priority_arp,roaming_allowed
917450410708,4044554953556,Super_Streamer_5G,100,5,True,Samsung S24,1,True
919254284924,4043724457852,Pay_As_You_Go,30,9,False,Samsung S24,5,True
917233423601,4042147995582,Basic_4G,30,9,False,iPhone 15,5,False
917879451516,4045486501936,Super_Streamer_5G,100,5,True,OnePlus 11,1,False
918206223828,4046735932128,Basic_4G,30,9,False,Xiaomi Redmi Note,5,True
919949226368,4049860997917,Basic_4G,30,9,False,Samsung S24,5,True
917550147348,4045884479081,Pay_As_You_Go,30,9,False,iPhone 15,5,True
919302725334,4044420979886,Basic_4G,30,9,False,iPhone 15,5,False
919220295944,4048335311028,Gold_Family,100,5,True,Samsung S24,1,True
918508230771,4049847768182,Basic_4G,30,9,False,Xiaomi Redmi Note,5,True
918094216398,4045962433543,Gold_Family,100,5,True,OnePlus 11,1,True
917073396283,4049899485387,Pay_As_You_Go,30,9,False,OnePlus 11,5,True
918649707959,4049637103891,Pay_As_You_Go,30,9,False,iPhone 15,5,False
918002200656,4049431551146,Gold_Family,100,5,True,Samsung S24,1,False
919607574928,4046073545208,Pay_As_You_Go,30,9,False,Samsung S24,5,False
918846072294,4045401291842,Basic_4G,30,9,False,Samsung S24,5,False
919881340344,4047808643167,Gold_Family,100,5,True,Xiaomi Redmi Note,1,True
919453509449,4045565585171,Gold_Family,100,5,True,Samsung S24,1,False
919721606556,4048789597138,Super_Streamer_5G,100,5,True,iPhone 15,1,True
919810564070,4048611713979,Basic_4G,30,9,False,OnePlus 11,5,True
919789356116,4046809723633,Super_Streamer_5G,100,5,True,iPhone 15,1,True
919685666278,4049510706823,Super_Streamer_5G,100,5,True,Samsung S24,1,True
917484476347,4044922506948,Basic_4G,30,9,False,OnePlus 11,5,True
917265390980,4043210334204,Gold_Family,100,5,True,iPhone 15,1,True
917990084296,4042014628533,Super_Streamer_5G,100,5,True,Samsung S24,1,True
918638995392,4041478023995,Basic_4G,30,9,False,Samsung S24,5,True
917886814983,4041894237965,Gold_Family,100,5,True,OnePlus 11,1,False
919736157339,4043473942128,Basic_4G,30,9,False,iPhone 15,5,False
918139485573,4048789240796,Basic_4G,30,9,False,Samsung S24,5,True
917157351754,4043735687854,Gold_Family,100,5,True,Xiaomi Redmi Note,1,False
917237346022,4043040851705,Gold_Family,100,5,True,OnePlus 11,1,True
917020665454,4042370798075,Gold_Family,100,5,True,OnePlus 11,1,True
917087274903,4045430272869,Basic_4G,30,9,False,Xiaomi Redmi Note,5,True
917238565033,4044059865735,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,True
918966517764,4046597919988,Gold_Family,100,5,True,iPhone 15,1,False
919745361361,4048016547770,Super_Streamer_5G,100,5,True,OnePlus 11,1,True
918475409138,4044150991506,Pay_As_You_Go,30,9,False,OnePlus 11,5,True
919007037967,4042020067491,Super_Streamer_5G,100,5,True,iPhone 15,1,False
917928281401,4046955502397,Super_Streamer_5G,100,5,True,OnePlus 11,1,False
917235237370,4041611441212,Super_Streamer_5G,100,5,True,Samsung S24,1,False
917120383000,4042320772634,Basic_4G,30,9,False,Xiaomi Redmi Note,5,True
917083743600,4046817618807,Gold_Family,100,5,True,iPhone 15,1,True
917249459720,4046364059345,Pay_As_You_Go,30,9,False,Samsung S24,5,True
917004201700,4042445762879,Gold_Family,100,5,True,Xiaomi Redmi Note,1,False
919106586142,4046850431064,Super_Streamer_5G,100,5,True,OnePlus 11,1,True
919124946755,4045899622765,Pay_As_You_Go,30,9,False,iPhone 15,5,False
919404627478,4042122907834,Super_Streamer_5G,100,5,True,OnePlus 11,1,False
918760465213,4048003232169,Pay_As_You_Go,30,9,False,OnePlus 11,5,True
918223393851,4048421630296,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,True
918074097985,4043316241399,Basic_4G,30,9,False,Xiaomi Redmi Note,5,False
918768775996,4045339049483,Super_Streamer_5G,100,5,True,iPhone 15,1,False
919680397586,4045890750462,Basic_4G,30,9,False,Samsung S24,5,False
919827362792,4045392229935,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,False
919138749341,4047032408695,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,True
918854310353,4046389456202,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,True
917469955999,4042278025511,Basic_4G,30,9,False,Xiaomi Redmi Note,5,True
918449761569,4042495316661,Gold_Family,100,5,True,OnePlus 11,1,True
918402372402,4042180445779,Gold_Family,100,5,True,iPhone 15,1,True
919559001476,4046373451106,Basic_4G,30,9,False,Xiaomi Redmi Note,5,False
918987075758,4042905496139,Basic_4G,30,9,False,Samsung S24,5,False
917401021424,4042697149826,Pay_As_You_Go,30,9,False,OnePlus 11,5,True
919267679899,4048654294242,Pay_As_You_Go,30,9,False,OnePlus 11,5,False
918142184174,4044006367600,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,False
919617213417,4047639899960,Gold_Family,100,5,True,OnePlus 11,1,True
919149161544,4041355244168,Pay_As_You_Go,30,9,False,iPhone 15,5,False
918490429874,4041818845780,Basic_4G,30,9,False,Xiaomi Redmi Note,5,True
919066858895,4049510655986,Gold_Family,100,5,True,Xiaomi Redmi Note,1,True
919650244842,4045106959462,Super_Streamer_5G,100,5,True,Samsung S24,1,False
918480365264,4041527328593,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,True
918024785896,4044929225333,Pay_As_You_Go,30,9,False,Samsung S24,5,False
918799614542,4046824515449,Basic_4G,30,9,False,OnePlus 11,5,True
919050975850,4048919961850,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,True
917182875925,4044152792102,Super_Streamer_5G,100,5,True,Samsung S24,1,True
917337578302,4046669096655,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,False
919745013373,4049942292967,Gold_Family,100,5,True,iPhone 15,1,False
919991530693,4046239814613,Pay_As_You_Go,30,9,False,Samsung S24,5,False
918086537965,4045725900944,Super_Streamer_5G,100,5,True,Samsung S24,1,True
919948381303,4043493194107,Gold_Family,100,5,True,iPhone 15,1,True
917066657453,4045436524404,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,False
917276355828,4043467787068,Basic_4G,30,9,False,Samsung S24,5,False
919716214777,4045395105204,Gold_Family,100,5,True,Xiaomi Redmi Note,1,True
919318244523,4042219825592,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,False
919551607252,4049224587616,Pay_As_You_Go,30,9,False,OnePlus 11,5,False
917962580203,4045393730672,Gold_Family,100,5,True,Samsung S24,1,True
917876709243,4043629259749,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,False
917527203459,4048067001063,Pay_As_You_Go,30,9,False,OnePlus 11,5,True
918641724474,4047221546025,Pay_As_You_Go,30,9,False,iPhone 15,5,False
919923666713,4048802525272,Pay_As_You_Go,30,9,False,OnePlus 11,5,True
917243647124,4042944434000,Basic_4G,30,9,False,OnePlus 11,5,True
919304901937,4045071757506,Super_Streamer_5G,100,5,True,iPhone 15,1,False
918120769384,4048518794863,Super_Streamer_5G,100,5,True,iPhone 15,1,True
918300778230,4049674642848,Super_Streamer_5G,100,5,True,Samsung S24,1,False
917615510355,4046268873298,Gold_Family,100,5,True,OnePlus 11,1,True
919747524980,4042329890213,Gold_Family,100,5,True,OnePlus 11,1,True
919932202245,4045019697626,Super_Streamer_5G,100,5,True,OnePlus 11,1,False
918643900349,4048548831013,Gold_Family,100,5,True,Samsung S24,1,False
918124336533,4048017699985,Pay_As_You_Go,30,9,False,iPhone 15,5,False
918993754069,4046954062193,Basic_4G,30,9,False,OnePlus 11,5,True
918043443798,4041064427279,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,False
918113508819,4045890432467,Gold_Family,100,5,True,Xiaomi Redmi Note,1,False
917881466044,4041611891189,Basic_4G,30,9,False,Samsung S24,5,True
917489255729,4045171898745,Basic_4G,30,9,False,Xiaomi Redmi Note,5,False
919959772323,4048643261272,Gold_Family,100,5,True,OnePlus 11,1,False
918879835351,4042275874444,Super_Streamer_5G,100,5,True,OnePlus 11,1,True
917734647355,4046314604439,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,True
918390905185,4046448699367,Super_Streamer_5G,100,5,True,OnePlus 11,1,False
917102146314,4045019462552,Gold_Family,100,5,True,Samsung S24,1,False
919216830279,4049894985919,Basic_4G,30,9,False,OnePlus 11,5,False
919086577106,4047288656277,Super_Streamer_5G,100,5,True,iPhone 15,1,False
918415084406,4041521577637,Super_Streamer_5G,100,5,True,iPhone 15,1,True
918436135209,4044307621265,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,False
919909364138,4042049592788,Super_Streamer_5G,100,5,True,iPhone 15,1,False
919765346846,4049224183625,Gold_Family,100,5,True,OnePlus 11,1,True
919797411194,4042507472580,Pay_As_You_Go,30,9,False,iPhone 15,5,True
918488666089,4048758315647,Pay_As_You_Go,30,9,False,Samsung S24,5,False
919938927937,4044684930447,Pay_As_You_Go,30,9,False,OnePlus 11,5,True
917711444641,4043633162567,Gold_Family,100,5,True,Samsung S24,1,False
918031047850,4045353388146,Basic_4G,30,9,False,Samsung S24,5,True
917805408459,4047615188265,Gold_Family,100,5,True,Samsung S24,1,True
917428972811,4042773308210,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,True
918545573520,4044008245857,Basic_4G,30,9,False,Xiaomi Redmi Note,5,False
917964171193,4043785220241,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,False
918764341912,4042673370993,Super_Streamer_5G,100,5,True,Samsung S24,1,True
918173297122,4041469611904,Super_Streamer_5G,100,5,True,OnePlus 11,1,True
919580683369,4044150842382,Basic_4G,30,9,False,iPhone 15,5,False
919653626785,4042506957156,Super_Streamer_5G,100,5,True,Samsung S24,1,False
919050734273,4042097062390,Gold_Family,100,5,True,iPhone 15,1,False
919324038292,4046777098574,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,False
919586740508,4048730195077,Basic_4G,30,9,False,Samsung S24,5,False
919145312690,4046626586968,Super_Streamer_5G,100,5,True,OnePlus 11,1,False
918232549002,4044566735458,Super_Streamer_5G,100,5,True,OnePlus 11,1,True
918713532197,4044760345723,Super_Streamer_5G,100,5,True,Samsung S24,1,False
919742547305,4045050675739,Pay_As_You_Go,30,9,False,iPhone 15,5,True
918380880527,4044650113779,Basic_4G,30,9,False,Xiaomi Redmi Note,5,False
917361385609,4049598033400,Basic_4G,30,9,False,iPhone 15,5,False
918136478006,4043848290278,Gold_Family,100,5,True,iPhone 15,1,False
918402975347,4047993893546,Gold_Family,100,5,True,iPhone 15,1,True
919697956128,4042880258537,Pay_As_You_Go,30,9,False,iPhone 15,5,False
917917309733,4041483912645,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,False
918530580548,4044530149005,Gold_Family,100,5,True,Samsung S24,1,False
919660192821,4044856878258,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,False
918209406645,4046655779428,Basic_4G,30,9,False,iPhone 15,5,True
919548959675,4045542320752,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,False
917552943959,4049055687161,Super_Streamer_5G,100,5,True,OnePlus 11,1,True
918794531528,4041442666283,Super_Streamer_5G,100,5,True,iPhone 15,1,False
917857801868,4045290471764,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,True
917650622085,4048917403488,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,True
918744586077,4048323313606,Basic_4G,30,9,False,iPhone 15,5,True
919198048609,4042342817997,Gold_Family,100,5,True,Xiaomi Redmi Note,1,True
917681527580,4049395248374,Gold_Family,100,5,True,Samsung S24,1,False
919428766127,4044138661270,Pay_As_You_Go,30,9,False,OnePlus 11,5,False
918509681227,4049770812790,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,False
917234058655,4041565222364,Super_Streamer_5G,100,5,True,iPhone 15,1,False
918110036745,4046998588282,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,True
917023871883,4045863588854,Gold_Family,100,5,True,Xiaomi Redmi Note,1,True
918664957666,4045075362891,Basic_4G,30,9,False,Xiaomi Redmi Note,5,True
919708593781,4047669609128,Basic_4G,30,9,False,Samsung S24,5,False
919597591331,4043622064173,Gold_Family,100,5,True,iPhone 15,1,False
918368191062,4043002052668,Basic_4G,30,9,False,iPhone 15,5,True
918797897218,4045903723844,Gold_Family,100,5,True,Xiaomi Redmi Note,1,True
919706376436,4045969925212,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,False
919730894141,4048583968566,Gold_Family,100,5,True,iPhone 15,1,False
918192003029,4048294480525,Gold_Family,100,5,True,iPhone 15,1,True
919570005494,4046269471518,Super_Streamer_5G,100,5,True,iPhone 15,1,True
917094099457,4041027211195,Gold_Family,100,5,True,Samsung S24,1,True
917148241385,4042422577515,Super_Streamer_5G,100,5,True,iPhone 15,1,True
918949785982,4049659626257,Gold_Family,100,5,True,OnePlus 11,1,False
919198897919,4041993635724,Gold_Family,100,5,True,Xiaomi Redmi Note,1,True
919541248169,4047138818693,Basic_4G,30,9,False,Samsung S24,5,True
918800927226,4045589153820,Basic_4G,30,9,False,Samsung S24,5,False
917758535075,4047159466279,Gold_Family,100,5,True,Xiaomi Redmi Note,1,False
919343742566,4049656023193,Super_Streamer_5G,100,5,True,Samsung S24,1,False
918616788005,4044099829725,Gold_Family,100,5,True,iPhone 15,1,False
918515067267,4048334410703,Basic_4G,30,9,False,OnePlus 11,5,False
919276884823,4047484926530,Pay_As_You_Go,30,9,False,Samsung S24,5,True
917906857655,4042318592763,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,True
917674034493,4048172827567,Basic_4G,30,9,False,iPhone 15,5,False
918350508394,4043200678595,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,False
918012821685,4048410225373,Super_Streamer_5G,100,5,True,iPhone 15,1,False
917591986695,4045093347739,Super_Streamer_5G,100,5,True,OnePlus 11,1,False
918657979715,4049944025653,Pay_As_You_Go,30,9,False,Samsung S24,5,False
917569709246,4045889890701,Basic_4G,30,9,False,Xiaomi Redmi Note,5,False
917484529379,4043534781622,Gold_Family,100,5,True,OnePlus 11,1,False
917295057949,4041474497141,Gold_Family,100,5,True,Samsung S24,1,False
919364129103,4048672863638,Basic_4G,30,9,False,Samsung S24,5,False
918387546498,4041804537586,Basic_4G,30,9,False,Xiaomi Redmi Note,5,True
917779473251,4047087372458,Pay_As_You_Go,30,9,False,OnePlus 11,5,True
919850885954,4043072830396,Super_Streamer_5G,100,5,True,Samsung S24,1,True
919902663763,4044394734077,Super_Streamer_5G,100,5,True,iPhone 15,1,True
919780725874,4044986284455,Gold_Family,100,5,True,OnePlus 11,1,True
918731612598,4041390979717,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,True
917257157509,4049886576759,Gold_Family,100,5,True,Samsung S24,1,True
917227244701,4046159813705,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,True
917212632688,4042191872779,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,False
918574544296,4045226046729,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,False
918657717576,4045227437228,Gold_Family,100,5,True,Xiaomi Redmi Note,1,False
917727660685,4042607924730,Gold_Family,100,5,True,iPhone 15,1,True
917795094903,4043566883395,Basic_4G,30,9,False,iPhone 15,5,True
919359158532,4041792083254,Basic_4G,30,9,False,iPhone 15,5,True
918820906835,4049444603483,Super_Streamer_5G,100,5,True,OnePlus 11,1,False
919923756001,4041823361154,Gold_Family,100,5,True,Samsung S24,1,False
919622636824,4049389538203,Super_Streamer_5G,100,5,True,Samsung S24,1,True
917948594823,4048720079964,Basic_4G,30,9,False,OnePlus 11,5,True
918903127499,4048393532708,Basic_4G,30,9,False,iPhone 15,5,True
918773754699,4049589389790,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,True
917590748519,4044954954195,Basic_4G,30,9,False,iPhone 15,5,False
917389127065,4048772574534,Gold_Family,100,5,True,Samsung S24,1,True
918504718146,4047309556015,Super_Streamer_5G,100,5,True,Samsung S24,1,False
918287819427,4041225910039,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,True
918539313796,4045491046858,Pay_As_You_Go,30,9,False,Samsung S24,5,False
918366492911,4049142016265,Pay_As_You_Go,30,9,False,OnePlus 11,5,False
919515622507,4046668511269,Basic_4G,30,9,False,Samsung S24,5,True
919386392952,4045592063705,Super_Streamer_5G,100,5,True,iPhone 15,1,True
918350636088,4046821857746,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,False
918495014904,4049863945177,Basic_4G,30,9,False,Xiaomi Redmi Note,5,True
917994431211,4047994095691,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,True
917067673133,4046576121284,Basic_4G,30,9,False,iPhone 15,5,True
919486965696,4047058094358,Pay_As_You_Go,30,9,False,iPhone 15,5,False
919958543322,4043312736159,Gold_Family,100,5,True,iPhone 15,1,True
918283051820,4041066517677,Gold_Family,100,5,True,Xiaomi Redmi Note,1,False
918754084416,4047309701399,Gold_Family,100,5,True,OnePlus 11,1,False
918144816809,4042245952606,Super_Streamer_5G,100,5,True,iPhone 15,1,True
918964999638,4042131587726,Gold_Family,100,5,True,iPhone 15,1,False
918611814249,4042345807073,Super_Streamer_5G,100,5,True,iPhone 15,1,True
918866771691,4041388610698,Super_Streamer_5G,100,5,True,iPhone 15,1,False
919648234471,4049237853171,Super_Streamer_5G,100,5,True,Samsung S24,1,False
917074646100,4041318752265,Gold_Family,100,5,True,OnePlus 11,1,True
919341046437,4044724708238,Super_Streamer_5G,100,5,True,iPhone 15,1,False
917275017468,4046348447441,Gold_Family,100,5,True,Xiaomi Redmi Note,1,False
917110765810,4049694841543,Basic_4G,30,9,False,Xiaomi Redmi Note,5,False
918384684074,4043275752922,Pay_As_You_Go,30,9,False,Samsung S24,5,True
918372554859,4047444504917,Gold_Family,100,5,True,Xiaomi Redmi Note,1,False
917714222262,4048662118606,Super_Streamer_5G,100,5,True,iPhone 15,1,True
918653555348,4044050893368,Gold_Family,100,5,True,OnePlus 11,1,False
917803113048,4048576960345,Basic_4G,30,9,False,Xiaomi Redmi Note,5,True
918813814719,4047347414211,Pay_As_You_Go,30,9,False,OnePlus 11,5,True
917490013903,4041671098422,Gold_Family,100,5,True,iPhone 15,1,True
919579360231,4047899093582,Basic_4G,30,9,False,Samsung S24,5,False
918051092523,4044858894151,Super_Streamer_5G,100,5,True,Samsung S24,1,True
918863524251,4044725227262,Super_Streamer_5G,100,5,True,Samsung S24,1,True
919467871865,4049676454678,Pay_As_You_Go,30,9,False,OnePlus 11,5,True
918292063689,4041039137076,Pay_As_You_Go,30,9,False,iPhone 15,5,False
919086818385,4042811088631,Gold_Family,100,5,True,iPhone 15,1,True
917395265527,4043235853859,Gold_Family,100,5,True,Samsung S24,1,True
918878807947,4045449023418,Basic_4G,30,9,False,iPhone 15,5,True
917128930323,4041353470147,Basic_4G,30,9,False,OnePlus 11,5,False
917741467117,4048007973979,Pay_As_You_Go,30,9,False,iPhone 15,5,True
917757401601,4048838165357,Gold_Family,100,5,True,OnePlus 11,1,True
919167179890,4041718545757,Basic_4G,30,9,False,OnePlus 11,5,True
917035307893,4041815437027,Super_Streamer_5G,100,5,True,Samsung S24,1,True
917961075310,4044039403046,Super_Streamer_5G,100,5,True,iPhone 15,1,False
917575397913,4046973901229,Pay_As_You_Go,30,9,False,Samsung S24,5,False
917194169618,4048936618575,Basic_4G,30,9,False,OnePlus 11,5,True
918848949432,4042142696503,Basic_4G,30,9,False,Samsung S24,5,False
918247210248,4048157573166,Pay_As_You_Go,30,9,False,OnePlus 11,5,False
917444118133,4049841774554,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,True
919891695130,4041017663923,Pay_As_You_Go,30,9,False,OnePlus 11,5,True
918539234651,4041902895841,Gold_Family,100,5,True,Xiaomi Redmi Note,1,False
917996437992,4042548523669,Gold_Family,100,5,True,OnePlus 11,1,True
918836379731,4047175225539,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,False
919913200883,4044595551460,Pay_As_You_Go,30,9,False,OnePlus 11,5,False
918205948195,4041478007218,Basic_4G,30,9,False,Samsung S24,5,False
917089294224,4042749485678,Pay_As_You_Go,30,9,False,Samsung S24,5,False
918072109853,4049232146151,Basic_4G,30,9,False,iPhone 15,5,False
918750917481,4043559596094,Gold_Family,100,5,True,OnePlus 11,1,True
917722581150,4042912611666,Pay_As_You_Go,30,9,False,OnePlus 11,5,True
918154992950,4048391999689,Basic_4G,30,9,False,OnePlus 11,5,False
917036998560,4043057125244,Pay_As_You_Go,30,9,False,iPhone 15,5,True
918808657878,4044654075956,Super_Streamer_5G,100,5,True,Samsung S24,1,True
918070620058,4048830456836,Pay_As_You_Go,30,9,False,Samsung S24,5,False
919551337982,4047967961953,Pay_As_You_Go,30,9,False,Samsung S24,5,True
919641235544,4043042573518,Basic_4G,30,9,False,iPhone 15,5,False
919624729865,4049015387684,Basic_4G,30,9,False,Samsung S24,5,False
918004639451,4041316585205,Basic_4G,30,9,False,Xiaomi Redmi Note,5,True
919535274872,4044654684337,Super_Streamer_5G,100,5,True,Samsung S24,1,True
918634551882,4044076110601,Pay_As_You_Go,30,9,False,OnePlus 11,5,False
917310652763,4042669208629,Gold_Family,100,5,True,Samsung S24,1,False
918811381494,4046361341633,Basic_4G,30,9,False,OnePlus 11,5,False
919232247226,4043954848642,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,False
919303378651,4045382914206,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,False
918713777188,4047207755300,Basic_4G,30,9,False,OnePlus 11,5,True
918725188526,4048649848936,Super_Streamer_5G,100,5,True,iPhone 15,1,True
919947786269,4045202357326,Pay_As_You_Go,30,9,False,Samsung S24,5,True
918873915535,4043315383707,Gold_Family,100,5,True,iPhone 15,1,True
918014427416,4049285735490,Pay_As_You_Go,30,9,False,OnePlus 11,5,False
918559384963,4042250852106,Pay_As_You_Go,30,9,False,iPhone 15,5,True
917637100725,4044508063368,Gold_Family,100,5,True,Xiaomi Redmi Note,1,False
917856832152,4049506521637,Pay_As_You_Go,30,9,False,OnePlus 11,5,True
917858939395,4043655359201,Super_Streamer_5G,100,5,True,OnePlus 11,1,False
917764294875,4041009880905,Basic_4G,30,9,False,iPhone 15,5,True
918821148063,4043051148141,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,False
918897173133,4046229467792,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,True
917750531807,4044588317004,Gold_Family,100,5,True,Samsung S24,1,True
918879346461,4041168414225,Super_Streamer_5G,100,5,True,Samsung S24,1,False
918793280952,4041470204024,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,False
919164318051,4047863295571,Basic_4G,30,9,False,Samsung S24,5,True
918288541564,4042033628878,Basic_4G,30,9,False,Samsung S24,5,False
918719141200,4042839768934,Pay_As_You_Go,30,9,False,iPhone 15,5,False
919532042154,4041924545697,Super_Streamer_5G,100,5,True,iPhone 15,1,False
919260769550,4044268060441,Basic_4G,30,9,False,OnePlus 11,5,False
918555712849,4048469987802,Gold_Family,100,5,True,OnePlus 11,1,True
918181680383,4048756469116,Basic_4G,30,9,False,Samsung S24,5,True
917629483298,4046926367283,Super_Streamer_5G,100,5,True,iPhone 15,1,False
917884023347,4047140536645,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,False
917634176069,4043549781915,Pay_As_You_Go,30,9,False,iPhone 15,5,False
917546910292,4047310168569,Gold_Family,100,5,True,Samsung S24,1,False
919753235767,4043743609892,Basic_4G,30,9,False,Xiaomi Redmi Note,5,True
919775172017,4048411628124,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,True
919969264901,4042740234164,Gold_Family,100,5,True,OnePlus 11,1,True
917421995499,4041428573902,Pay_As_You_Go,30,9,False,OnePlus 11,5,True
919105499779,4048974476424,Basic_4G,30,9,False,OnePlus 11,5,False
919791468694,4045570802648,Gold_Family,100,5,True,Samsung S24,1,False
917588567499,4048810492984,Gold_Family,100,5,True,Samsung S24,1,True
918398542272,4045690500646,Super_Streamer_5G,100,5,True,OnePlus 11,1,False
918950477818,4047399905198,Pay_As_You_Go,30,9,False,OnePlus 11,5,True
919645505951,4042425879167,Basic_4G,30,9,False,OnePlus 11,5,False
919998182309,4047589017149,Gold_Family,100,5,True,OnePlus 11,1,False
917481335679,4043336697312,Gold_Family,100,5,True,OnePlus 11,1,False
917968530660,4042234822034,Gold_Family,100,5,True,iPhone 15,1,False
917787259985,4046736752713,Gold_Family,100,5,True,OnePlus 11,1,True
919201411250,4041266139852,Basic_4G,30,9,False,Samsung S24,5,True
917579639685,4046462966641,Super_Streamer_5G,100,5,True,OnePlus 11,1,True
917862967556,4048286329493,Basic_4G,30,9,False,Samsung S24,5,False
917983305649,4049386679190,Basic_4G,30,9,False,iPhone 15,5,False
919836911218,4048335878388,Super_Streamer_5G,100,5,True,OnePlus 11,1,True
917303796171,4041299366229,Basic_4G,30,9,False,Samsung S24,5,True
917528500091,4048161019921,Pay_As_You_Go,30,9,False,iPhone 15,5,True
917717908905,4043564166254,Super_Streamer_5G,100,5,True,OnePlus 11,1,True
919877808553,4046395595080,Gold_Family,100,5,True,Xiaomi Redmi Note,1,True
917507959928,4048479056014,Pay_As_You_Go,30,9,False,iPhone 15,5,True
917988891204,4041684290597,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,True
918519866428,4041356568480,Gold_Family,100,5,True,OnePlus 11,1,False
917389881468,4045240919628,Super_Streamer_5G,100,5,True,OnePlus 11,1,False
918220810086,4044817256141,Basic_4G,30,9,False,OnePlus 11,5,True
919599813910,4047167209364,Basic_4G,30,9,False,OnePlus 11,5,False
917751822193,4047484163786,Pay_As_You_Go,30,9,False,OnePlus 11,5,False
917233492251,4043331272418,Basic_4G,30,9,False,Samsung S24,5,False
919646308267,4044323332286,Super_Streamer_5G,100,5,True,Xiaomi Redmi Note,1,True
917144389573,4046418703228,Pay_As_You_Go,30,9,False,iPhone 15,5,False
918399068090,4047813178413,Basic_4G,30,9,False,OnePlus 11,5,True
918630130000,4048955396410,Super_Streamer_5G,100,5,True,OnePlus 11,1,True
918900565857,4049953207509,Super_Streamer_5G,100,5,True,Samsung S24,1,True
917840509619,4047940578501,Basic_4G,30,9,False,iPhone 15,5,True
917790947229,4043061426249,Super_Streamer_5G,100,5,True,Samsung S24,1,True
918616904746,4048953293164,Basic_4G,30,9,False,OnePlus 11,5,True
917167476769,4048928962355,Super_Streamer_5G,100,5,True,iPhone 15,1,True
917174474445,4044253846241,Basic_4G,30,9,False,Xiaomi Redmi Note,5,True
917713775565,4044407007074,Gold_Family,100,5,True,iPhone 15,1,False
917713763537,4049808134455,Pay_As_You_Go,30,9,False,Xiaomi Redmi Note,5,False
918043339219,4047685897464,Pay_As_You_Go,30,9,False,iPhone 15,5,False
918191173394,4045182579440,Gold_Family,100,5,True,iPhone 15,1,False
917261142571,4046209255078,Super_Streamer_5G,100,5,True,OnePlus 11,1,False
919258782543,4045954536784,Super_Streamer_5G,100,5,True,OnePlus 11,1,False
918670140330,4048213796236,Super_Streamer_5G,100,5,True,Samsung S24,1,False
919991897826,4049709899527,Basic_4G,30,9,False,iPhone 15,5,True
918221619952,4046404557410,Basic_4G,30,9,False,Samsung S24,5,True
917915053689,4048344051278,Gold_Family,100,5,True,OnePlus 11,1,False
917773921813,4045645085902,Basic_4G,30,9,False,iPhone 15,5,True
917691426701,4044907533585,Pay_As_You_Go,30,9,False,OnePlus 11,5,False
918661401417,4047391837158,Super_Streamer_5G,100,5,True,Samsung S24,1,True
